7.4357807e-08	1.8623711e-08
7.4888987e-08	1.8436934e-08
7.5166582e-08	1.8233983e-08
7.4587234e-08	1.8068372e-08
7.4145518e-08	1.7906059e-08
7.4520877e-08	1.7708258e-08
7.4916613e-08	1.750724e-08
7.4675093e-08	1.7331649e-08
7.4515761e-08	1.7140286e-08
7.499446e-08	1.691955e-08
7.4952297e-08	1.6735029e-08
7.4644667e-08	1.659364e-08
7.4673913e-08	1.6447261e-08
7.476104e-08	1.6307723e-08
7.4885008e-08	1.6181621e-08
7.5028375e-08	1.6057294e-08
7.511106e-08	1.5940044e-08
7.4894061e-08	1.5839536e-08
7.4480681e-08	1.573315e-08
7.504439e-08	1.5581382e-08
7.5295688e-08	1.5411262e-08
7.506722e-08	1.5269309e-08
7.4676983e-08	1.5145945e-08
7.5038955e-08	1.5015098e-08
7.4888433e-08	1.4878457e-08
7.4778669e-08	1.4735618e-08
7.4441644e-08	1.4543692e-08
7.4669053e-08	1.4295274e-08
7.463435e-08	1.4073413e-08
7.4314009e-08	1.3896776e-08
7.4283697e-08	1.3652866e-08
7.4403765e-08	1.334844e-08
7.4302385e-08	1.3064694e-08
7.4116755e-08	1.2807023e-08
7.4226939e-08	1.2552086e-08
7.385767e-08	1.2323706e-08
7.3778558e-08	1.2126309e-08
7.4041537e-08	1.1897687e-08
7.4510979e-08	1.1624405e-08
7.4073647e-08	1.1341224e-08
7.3477324e-08	1.1062629e-08
7.3735222e-08	1.0760536e-08
7.3775681e-08	1.0459007e-08
7.3612021e-08	1.019031e-08
7.3212604e-08	9.9150954e-09
7.3533791e-08	9.5928057e-09
7.3359445e-08	9.2787227e-09
7.353173e-08	9.0095424e-09
7.3034364e-08	8.7301437e-09
7.2864694e-08	8.3926439e-09
7.3018811e-08	8.0165972e-09
7.3055524e-08	7.6349176e-09
7.2951927e-08	7.2632975e-09
7.2252483e-08	6.9076105e-09
7.2261592e-08	6.5652017e-09
7.2154528e-08	6.2109637e-09
7.2153611e-08	5.819869e-09
7.2236659e-08	5.4039884e-09
7.1965786e-08	4.9797397e-09
7.171505e-08	4.5534785e-09
7.1715405e-08	4.1560266e-09
7.1948662e-08	3.7794172e-09
7.1589064e-08	3.4036929e-09
7.0918453e-08	3.0025391e-09
7.1200404e-08	2.5798994e-09
7.1521001e-08	2.1616053e-09
7.1046905e-08	1.7656823e-09
7.0395494e-08	1.3673453e-09
7.0462342e-08	9.336808e-10
7.0730003e-08	4.8368082e-10
7.0674254e-08	7.0375497e-11
7.0292252e-08	-2.9215125e-10
6.986955e-08	-6.485622e-10
6.982831e-08	-1.0356332e-09
6.9515359e-08	-1.4470874e-09
6.9665951e-08	-1.9044912e-09
6.8938519e-08	-2.416777e-09
6.870436e-08	-2.9260043e-09
6.8857801e-08	-3.3975711e-09
6.9206649e-08	-3.8584353e-09
6.8805562e-08	-4.3231618e-09
6.8287314e-08	-4.7947282e-09
6.7954524e-08	-5.3046803e-09
6.8064352e-08	-5.8547078e-09
6.7658718e-08	-6.3956413e-09
6.7236044e-08	-6.9500947e-09
6.7218799e-08	-7.5562907e-09
6.733697e-08	-8.1480831e-09
6.7225244e-08	-8.6767855e-09
6.6775492e-08	-9.1946237e-09
6.6330514e-08	-9.7363628e-09
6.6104427e-08	-1.0285988e-08
6.6367363e-08	-1.081131e-08
6.5981077e-08	-1.1350071e-08
6.5658988e-08	-1.1913618e-08
6.5454927e-08	-1.2474668e-08
6.5288205e-08	-1.3024856e-08
6.5334973e-08	-1.3555812e-08
6.4902245e-08	-1.405997e-08
6.4492028e-08	-1.4577888e-08
6.4251488e-08	-1.515407e-08
6.4408944e-08	-1.5744815e-08
6.4089093e-08	-1.6319467e-08
6.3652713e-08	-1.6904258e-08
6.3141051e-08	-1.7507798e-08
6.3142167e-08	-1.8106995e-08
6.2888283e-08	-1.8715285e-08
